StaySwitch,center_year,log_rain_per_day,StaySwitch2,prev_fledge,penguinseq
FALSE,-12,2.772588722239781,TRUE,TRUE,2614
TRUE,-12,2.772588722239781,TRUE,TRUE,849
TRUE,-12,2.772588722239781,FALSE,TRUE,1379
TRUE,-12,2.772588722239781,TRUE,TRUE,1815
FALSE,-12,2.772588722239781,TRUE,FALSE,1015
TRUE,-12,2.772588722239781,FALSE,TRUE,1482
TRUE,-12,2.772588722239781,TRUE,TRUE,35977
FALSE,-12,2.772588722239781,FALSE,TRUE,2675
TRUE,-12,2.772588722239781,FALSE,TRUE,921
FALSE,-12,2.772588722239781,FALSE,TRUE,2638
TRUE,-12,2.772588722239781,TRUE,TRUE,2454
TRUE,-12,2.772588722239781,TRUE,TRUE,1022
TRUE,-12,2.772588722239781,FALSE,TRUE,1266
TRUE,-12,2.772588722239781,FALSE,FALSE,932
FALSE,-13,2.772588722239781,TRUE,FALSE,1830
TRUE,-12,2.772588722239781,TRUE,FALSE,1830
FALSE,-12,2.772588722239781,TRUE,TRUE,2456
TRUE,-12,2.772588722239781,TRUE,FALSE,2522
TRUE,-12,2.772588722239781,TRUE,FALSE,1493
FALSE,-12,2.772588722239781,TRUE,FALSE,855
TRUE,-12,2.772588722239781,TRUE,TRUE,2640
TRUE,-12,2.772588722239781,FALSE,FALSE,2016
FALSE,-12,2.772588722239781,FALSE,FALSE,1496
FALSE,-10,2.772588722239781,FALSE,FALSE,2684
TRUE,-12,2.772588722239781,FALSE,TRUE,2078
FALSE,-11,2.772588722239781,TRUE,TRUE,2457
TRUE,-12,2.772588722239781,TRUE,FALSE,1498
TRUE,-12,2.772588722239781,FALSE,TRUE,2524
TRUE,-11,2.772588722239781,TRUE,TRUE,863
TRUE,-12,2.772588722239781,FALSE,FALSE,1169
TRUE,-12,2.772588722239781,TRUE,FALSE,1499
FALSE,-8,2.772588722239781,TRUE,TRUE,2122
TRUE,-12,2.772588722239781,TRUE,TRUE,940
TRUE,-11,2.772588722239781,TRUE,TRUE,2525
TRUE,-12,2.772588722239781,FALSE,TRUE,864
FALSE,-12,2.772588722239781,TRUE,FALSE,2464
TRUE,-12,2.772588722239781,TRUE,TRUE,1501
TRUE,-12,2.772588722239781,TRUE,TRUE,2416
TRUE,-12,2.772588722239781,TRUE,TRUE,986
FALSE,-11,2.772588722239781,TRUE,FALSE,1899
TRUE,-12,2.772588722239781,TRUE,TRUE,1646
FALSE,-10,2.772588722239781,TRUE,FALSE,2128
TRUE,-12,2.772588722239781,FALSE,TRUE,1117
TRUE,-12,2.772588722239781,TRUE,FALSE,1234
TRUE,-12,2.772588722239781,FALSE,FALSE,943
TRUE,-12,2.772588722239781,TRUE,FALSE,868
TRUE,-12,2.772588722239781,TRUE,TRUE,2532
FALSE,-12,2.772588722239781,TRUE,FALSE,1503
TRUE,-12,2.772588722239781,TRUE,TRUE,1118
TRUE,-11,2.772588722239781,TRUE,FALSE,2465
TRUE,-12,2.772588722239781,TRUE,TRUE,1052
TRUE,-12,2.772588722239781,FALSE,FALSE,2699
FALSE,-12,2.772588722239781,FALSE,FALSE,1504
FALSE,-12,2.772588722239781,FALSE,FALSE,1901
TRUE,-12,2.772588722239781,TRUE,FALSE,1240
TRUE,-12,2.772588722239781,TRUE,TRUE,1054
TRUE,-12,2.772588722239781,FALSE,TRUE,1343
TRUE,-12,2.772588722239781,TRUE,TRUE,2474
FALSE,-11,2.772588722239781,TRUE,TRUE,990
TRUE,-12,2.772588722239781,FALSE,FALSE,950
TRUE,-12,2.772588722239781,TRUE,FALSE,872
TRUE,-12,2.772588722239781,TRUE,TRUE,1650
FALSE,-12,2.772588722239781,TRUE,FALSE,2436
FALSE,-12,2.772588722239781,FALSE,TRUE,1505
TRUE,-12,2.772588722239781,TRUE,TRUE,2477
TRUE,-12,2.772588722239781,TRUE,FALSE,2536
FALSE,-11,2.772588722239781,TRUE,TRUE,1904
TRUE,-12,2.772588722239781,FALSE,TRUE,1651
TRUE,-12,2.772588722239781,TRUE,FALSE,1355
TRUE,-12,2.772588722239781,FALSE,FALSE,882
FALSE,-12,2.772588722239781,TRUE,TRUE,2352
TRUE,-12,2.772588722239781,TRUE,FALSE,1905
TRUE,-12,2.772588722239781,TRUE,FALSE,2481
TRUE,-12,2.772588722239781,TRUE,TRUE,1058
FALSE,-10,2.772588722239781,TRUE,TRUE,1512
FALSE,-11,2.772588722239781,TRUE,FALSE,2657
FALSE,-12,2.772588722239781,TRUE,TRUE,1782
TRUE,-11,2.772588722239781,TRUE,TRUE,2661
FALSE,-11,2.772588722239781,FALSE,FALSE,1517
TRUE,-12,2.772588722239781,TRUE,TRUE,2537
TRUE,-12,2.772588722239781,TRUE,TRUE,2354
FALSE,-12,2.772588722239781,FALSE,TRUE,1253
FALSE,-12,2.772588722239781,TRUE,FALSE,897
TRUE,-12,2.772588722239781,TRUE,TRUE,1059
TRUE,-12,2.772588722239781,TRUE,TRUE,2662
TRUE,-12,2.772588722239781,TRUE,TRUE,900
TRUE,-12,2.772588722239781,TRUE,FALSE,2711
FALSE,-11,2.772588722239781,FALSE,FALSE,1907
FALSE,-12,2.772588722239781,TRUE,FALSE,1061
TRUE,-12,2.772588722239781,FALSE,TRUE,901
TRUE,-9,2.772588722239781,TRUE,FALSE,1997
TRUE,-12,2.772588722239781,FALSE,TRUE,2365
TRUE,-12,2.772588722239781,TRUE,TRUE,1203
TRUE,-12,2.772588722239781,TRUE,TRUE,1521
TRUE,-12,2.772588722239781,TRUE,TRUE,2494
TRUE,-12,2.772588722239781,TRUE,TRUE,1204
TRUE,-12,2.772588722239781,TRUE,TRUE,1910
TRUE,-11,2.772588722239781,TRUE,FALSE,2174
TRUE,-12,2.772588722239781,FALSE,FALSE,1226
FALSE,-11,2.772588722239781,FALSE,FALSE,1079
FALSE,-12,2.772588722239781,TRUE,TRUE,1571
FALSE,-9,2.772588722239781,FALSE,FALSE,1920
TRUE,-12,2.772588722239781,TRUE,TRUE,2518
TRUE,-12,2.772588722239781,FALSE,FALSE,973
TRUE,-12,2.772588722239781,TRUE,TRUE,2721
TRUE,-12,2.772588722239781,TRUE,TRUE,2519
TRUE,-12,2.772588722239781,FALSE,TRUE,1635
TRUE,-12,2.772588722239781,FALSE,FALSE,974
TRUE,-12,2.772588722239781,FALSE,TRUE,2682
FALSE,-12,2.772588722239781,FALSE,FALSE,1221
TRUE,-12,2.772588722239781,TRUE,TRUE,1636
FALSE,-12,2.772588722239781,FALSE,TRUE,1087
TRUE,-12,2.772588722239781,TRUE,FALSE,934
FALSE,-12,2.772588722239781,TRUE,TRUE,1735
FALSE,-12,2.772588722239781,TRUE,TRUE,1093
FALSE,-12,2.772588722239781,TRUE,FALSE,976
TRUE,-12,2.772588722239781,TRUE,FALSE,935
TRUE,-12,2.772588722239781,FALSE,FALSE,1096
TRUE,-12,2.772588722239781,TRUE,TRUE,2642
FALSE,-12,2.772588722239781,FALSE,TRUE,1930
TRUE,-12,2.772588722239781,TRUE,TRUE,1034
FALSE,-12,2.772588722239781,FALSE,FALSE,2579
TRUE,-12,2.772588722239781,FALSE,TRUE,1761
TRUE,-12,2.772588722239781,TRUE,TRUE,1135
FALSE,-12,2.772588722239781,TRUE,FALSE,982
TRUE,-11,2.772588722239781,TRUE,FALSE,2024
TRUE,-12,2.772588722239781,FALSE,FALSE,2726
TRUE,-12,2.772588722239781,TRUE,FALSE,1645
FALSE,-10,2.772588722239781,TRUE,FALSE,1898
TRUE,-12,2.772588722239781,TRUE,FALSE,1356
FALSE,-12,2.772588722239781,FALSE,TRUE,2696
FALSE,-12,2.772588722239781,FALSE,TRUE,1174
FALSE,-12,2.772588722239781,TRUE,FALSE,2585
TRUE,-12,2.772588722239781,FALSE,TRUE,996
TRUE,-12,2.772588722239781,TRUE,TRUE,2334
TRUE,-12,2.772588722239781,FALSE,TRUE,963
TRUE,-12,2.772588722239781,TRUE,TRUE,1647
TRUE,-12,2.772588722239781,TRUE,TRUE,2586
FALSE,-12,2.772588722239781,FALSE,FALSE,1326
FALSE,-12,2.772588722239781,FALSE,TRUE,2418
TRUE,-12,2.772588722239781,TRUE,TRUE,1255
TRUE,-12,2.772588722239781,FALSE,TRUE,1984
TRUE,-12,2.772588722239781,TRUE,FALSE,946
TRUE,-12,2.772588722239781,TRUE,TRUE,1649
FALSE,-12,2.772588722239781,FALSE,TRUE,2533
TRUE,-12,2.772588722239781,FALSE,TRUE,2346
TRUE,-12,2.772588722239781,FALSE,TRUE,2134
TRUE,-12,2.772588722239781,FALSE,TRUE,1760
TRUE,-12,2.772588722239781,FALSE,TRUE,2535
TRUE,-12,2.772588722239781,FALSE,TRUE,2647
TRUE,-12,2.772588722239781,TRUE,TRUE,1986
FALSE,-12,2.772588722239781,TRUE,TRUE,957
FALSE,-10,2.772588722239781,FALSE,TRUE,2598
FALSE,-12,2.772588722239781,FALSE,TRUE,2745
TRUE,-12,2.772588722239781,TRUE,TRUE,2414
TRUE,-12,2.772588722239781,TRUE,FALSE,2137
TRUE,-11,2.772588722239781,TRUE,TRUE,1987
TRUE,-12,2.772588722239781,FALSE,FALSE,2056
TRUE,-12,2.772588722239781,TRUE,TRUE,1136
TRUE,-12,2.772588722239781,TRUE,TRUE,1652
FALSE,-12,2.772588722239781,TRUE,TRUE,2705
TRUE,-12,2.772588722239781,FALSE,TRUE,1252
TRUE,-10,2.772588722239781,FALSE,FALSE,962
TRUE,-12,2.772588722239781,FALSE,TRUE,2706
TRUE,-12,2.772588722239781,TRUE,TRUE,2575
TRUE,-12,2.772588722239781,FALSE,FALSE,2604
FALSE,-11,2.772588722239781,TRUE,TRUE,2401
FALSE,-12,2.772588722239781,TRUE,FALSE,1142
TRUE,-12,2.772588722239781,TRUE,TRUE,1177
TRUE,-12,2.772588722239781,FALSE,FALSE,2076
TRUE,-12,2.772588722239781,TRUE,TRUE,1789
TRUE,-12,2.772588722239781,FALSE,TRUE,1663
FALSE,-12,2.772588722239781,TRUE,FALSE,965
FALSE,-12,2.772588722239781,TRUE,FALSE,1460
TRUE,-12,2.772588722239781,TRUE,FALSE,1122
TRUE,-12,2.772588722239781,TRUE,FALSE,2664
TRUE,-12,2.772588722239781,TRUE,TRUE,967
FALSE,-12,2.772588722239781,FALSE,FALSE,1070
TRUE,-12,2.772588722239781,TRUE,TRUE,1361
TRUE,-11,2.772588722239781,FALSE,TRUE,2067
TRUE,-12,2.772588722239781,TRUE,FALSE,2713
TRUE,-12,2.772588722239781,TRUE,FALSE,2557
TRUE,-12,2.772588722239781,TRUE,FALSE,2725
TRUE,-12,2.772588722239781,TRUE,TRUE,991
FALSE,-12,2.772588722239781,FALSE,FALSE,1264
TRUE,-12,2.772588722239781,TRUE,TRUE,972
TRUE,-12,2.772588722239781,FALSE,TRUE,1156
FALSE,-12,2.772588722239781,FALSE,FALSE,2069
TRUE,-12,2.772588722239781,TRUE,FALSE,1678
TRUE,-12,2.772588722239781,TRUE,FALSE,2722
TRUE,-12,2.772588722239781,TRUE,FALSE,1218
FALSE,-12,2.772588722239781,FALSE,FALSE,2031
TRUE,-12,2.772588722239781,TRUE,TRUE,1162
TRUE,-12,2.772588722239781,TRUE,FALSE,1653
TRUE,-12,2.772588722239781,TRUE,FALSE,1924
TRUE,-12,2.772588722239781,TRUE,TRUE,2032
TRUE,-12,2.772588722239781,TRUE,FALSE,36335
FALSE,-12,2.772588722239781,TRUE,TRUE,1786
TRUE,-12,2.772588722239781,TRUE,FALSE,1925
FALSE,-12,2.772588722239781,TRUE,TRUE,1199
FALSE,-12,2.772588722239781,TRUE,FALSE,1239
TRUE,-12,2.772588722239781,TRUE,FALSE,1411
FALSE,-11,2.772588722239781,TRUE,FALSE,1166
TRUE,-12,2.772588722239781,TRUE,TRUE,1026
TRUE,-12,2.772588722239781,TRUE,FALSE,2592
TRUE,-12,2.772588722239781,TRUE,TRUE,2577
TRUE,-12,2.772588722239781,TRUE,TRUE,2724
FALSE,-12,2.772588722239781,TRUE,TRUE,1927
TRUE,-12,2.772588722239781,TRUE,FALSE,2322
TRUE,-12,2.772588722239781,TRUE,TRUE,1164
TRUE,-12,2.772588722239781,FALSE,TRUE,1417
TRUE,-12,2.772588722239781,TRUE,TRUE,1076
TRUE,-12,2.772588722239781,TRUE,TRUE,2005
TRUE,-11,2.772588722239781,FALSE,FALSE,1988
TRUE,-12,2.772588722239781,TRUE,FALSE,1438
TRUE,-12,2.772588722239781,TRUE,TRUE,1098
TRUE,-12,2.772588722239781,TRUE,TRUE,1171
TRUE,-12,2.772588722239781,FALSE,TRUE,2643
FALSE,-11,2.772588722239781,TRUE,TRUE,2701
TRUE,-12,2.772588722239781,TRUE,FALSE,1432
FALSE,-11,2.772588722239781,TRUE,FALSE,1754
TRUE,-12,2.772588722239781,TRUE,FALSE,2601
TRUE,-12,2.772588722239781,FALSE,TRUE,2607
TRUE,-12,2.772588722239781,TRUE,FALSE,1140
FALSE,-11,2.772588722239781,TRUE,TRUE,1732
TRUE,-12,2.772588722239781,TRUE,TRUE,2061
TRUE,-12,2.772588722239781,FALSE,FALSE,1192
TRUE,-12,2.772588722239781,TRUE,TRUE,1359
TRUE,-12,2.772588722239781,TRUE,TRUE,1038
TRUE,-12,2.772588722239781,TRUE,TRUE,1759
TRUE,-12,2.772588722239781,FALSE,TRUE,1472
TRUE,-12,2.772588722239781,FALSE,FALSE,2775
TRUE,-11,2.772588722239781,TRUE,TRUE,2360
TRUE,-11,2.772588722239781,TRUE,FALSE,2671
TRUE,-12,2.772588722239781,FALSE,TRUE,2437
TRUE,-12,2.772588722239781,TRUE,FALSE,1436
TRUE,-12,2.772588722239781,FALSE,TRUE,2709
TRUE,-12,2.772588722239781,TRUE,TRUE,2609
TRUE,-12,2.772588722239781,TRUE,FALSE,1906
TRUE,-11,2.772588722239781,TRUE,TRUE,1222
TRUE,-12,2.772588722239781,TRUE,TRUE,1247
FALSE,-12,2.772588722239781,TRUE,TRUE,1278
TRUE,-12,2.772588722239781,TRUE,FALSE,1983
TRUE,-12,2.772588722239781,TRUE,FALSE,1439
TRUE,-12,2.772588722239781,TRUE,TRUE,992
TRUE,-12,2.772588722239781,FALSE,FALSE,1082
FALSE,-12,2.772588722239781,TRUE,FALSE,1275
TRUE,-12,2.772588722239781,TRUE,FALSE,2417
FALSE,-12,2.772588722239781,TRUE,FALSE,2034
TRUE,-12,2.772588722239781,TRUE,FALSE,2442
TRUE,-12,2.772588722239781,FALSE,TRUE,2409
TRUE,-12,2.772588722239781,TRUE,TRUE,1000
FALSE,-12,2.772588722239781,TRUE,TRUE,1168
TRUE,-12,2.772588722239781,TRUE,TRUE,999
TRUE,-12,2.772588722239781,TRUE,FALSE,1677
TRUE,-12,2.772588722239781,TRUE,TRUE,2694
TRUE,-12,2.772588722239781,TRUE,TRUE,1145
TRUE,-12,2.772588722239781,TRUE,TRUE,1265
TRUE,-10,1.821612432377736,TRUE,FALSE,2474
TRUE,-11,1.821612432377736,TRUE,FALSE,8225
TRUE,-11,1.821612432377736,TRUE,FALSE,4285
TRUE,-11,1.821612432377736,TRUE,FALSE,8615
FALSE,-12,1.821612432377736,TRUE,FALSE,1022
TRUE,-11,1.821612432377736,TRUE,FALSE,8163
TRUE,-7,1.821612432377736,TRUE,FALSE,1499
TRUE,-11,1.821612432377736,TRUE,FALSE,900
TRUE,-11,1.821612432377736,FALSE,FALSE,2418
FALSE,-11,1.821612432377736,FALSE,FALSE,1039
FALSE,-11,1.821612432377736,FALSE,FALSE,2016
TRUE,-11,1.821612432377736,TRUE,FALSE,2664
TRUE,-11,1.821612432377736,TRUE,FALSE,8281
TRUE,-10,1.821612432377736,TRUE,FALSE,1678
TRUE,-11,1.821612432377736,TRUE,FALSE,8176
TRUE,-11,1.821612432377736,TRUE,FALSE,7822
TRUE,-11,1.821612432377736,TRUE,FALSE,1355
TRUE,-11,1.821612432377736,FALSE,FALSE,882
FALSE,-10,1.821612432377736,FALSE,FALSE,2140
TRUE,-11,1.821612432377736,TRUE,FALSE,4291
TRUE,-11,1.821612432377736,FALSE,FALSE,2699
FALSE,-11,1.821612432377736,TRUE,FALSE,2456
FALSE,-11,1.821612432377736,TRUE,FALSE,8460
TRUE,-11,1.821612432377736,TRUE,FALSE,8162
TRUE,-11,1.821612432377736,FALSE,FALSE,943
TRUE,-11,1.821612432377736,TRUE,FALSE,7813
TRUE,-11,1.821612432377736,TRUE,FALSE,1501
TRUE,-11,1.821612432377736,TRUE,FALSE,8215
FALSE,-10,1.821612432377736,TRUE,FALSE,1052
TRUE,-11,1.821612432377736,TRUE,FALSE,2722
TRUE,-11,1.821612432377736,FALSE,FALSE,4323
FALSE,-10,1.821612432377736,TRUE,FALSE,2522
TRUE,-11,1.821612432377736,TRUE,FALSE,1240
FALSE,-11,1.821612432377736,TRUE,FALSE,1093
TRUE,-11,1.821612432377736,FALSE,FALSE,1496
FALSE,-11,1.821612432377736,TRUE,FALSE,1503
TRUE,-11,1.821612432377736,TRUE,FALSE,2416
FALSE,-11,1.821612432377736,TRUE,FALSE,1199
TRUE,-11,1.821612432377736,TRUE,FALSE,2806
TRUE,-11,1.821612432377736,TRUE,FALSE,849
FALSE,-11,1.821612432377736,TRUE,FALSE,8482
TRUE,-11,1.821612432377736,TRUE,FALSE,2454
TRUE,-11,1.821612432377736,FALSE,FALSE,2682
TRUE,-7,1.821612432377736,TRUE,FALSE,1498
FALSE,-11,1.821612432377736,TRUE,FALSE,2464
TRUE,-11,1.821612432377736,TRUE,FALSE,8184
FALSE,-9,1.821612432377736,FALSE,FALSE,864
TRUE,-10,1.821612432377736,FALSE,FALSE,1117
TRUE,-11,1.821612432377736,TRUE,FALSE,8265
TRUE,-11,1.821612432377736,TRUE,FALSE,2645
TRUE,-11,1.821612432377736,TRUE,FALSE,4324
FALSE,-11,1.821612432377736,FALSE,FALSE,2638
TRUE,-11,1.821612432377736,TRUE,FALSE,868
TRUE,-11,1.821612432377736,TRUE,FALSE,1015
FALSE,-11,1.821612432377736,TRUE,FALSE,8263
TRUE,-11,1.821612432377736,FALSE,FALSE,7878
FALSE,-11,1.821612432377736,TRUE,FALSE,8192
FALSE,-11,1.821612432377736,FALSE,FALSE,2132
FALSE,-11,1.821612432377736,TRUE,FALSE,965
FALSE,-11,1.821612432377736,FALSE,FALSE,4410
FALSE,-11,1.821612432377736,TRUE,FALSE,1054
TRUE,-11,1.821612432377736,FALSE,FALSE,1635
FALSE,-11,1.821612432377736,TRUE,FALSE,8104
TRUE,-11,1.821612432377736,TRUE,FALSE,2477
TRUE,-11,1.821612432377736,FALSE,FALSE,8617
TRUE,-11,1.821612432377736,TRUE,FALSE,1905
FALSE,-11,1.821612432377736,FALSE,FALSE,8143
TRUE,-11,1.821612432377736,TRUE,FALSE,1356
FALSE,-11,1.821612432377736,FALSE,FALSE,1252
TRUE,-11,1.821612432377736,TRUE,FALSE,18182
TRUE,-11,1.821612432377736,TRUE,FALSE,4755
TRUE,-11,1.821612432377736,TRUE,FALSE,1234
TRUE,-11,1.821612432377736,TRUE,TRUE,2537
TRUE,-11,1.821612432377736,TRUE,FALSE,2061
FALSE,-11,1.821612432377736,TRUE,FALSE,1786
TRUE,-11,1.821612432377736,TRUE,FALSE,8267
TRUE,-10,1.821612432377736,TRUE,FALSE,2662
TRUE,-11,1.821612432377736,TRUE,FALSE,2492
TRUE,-11,1.821612432377736,TRUE,TRUE,855
TRUE,-11,1.821612432377736,FALSE,FALSE,901
FALSE,-10,1.821612432377736,TRUE,FALSE,1061
TRUE,-11,1.821612432377736,TRUE,FALSE,7935
TRUE,-11,1.821612432377736,FALSE,FALSE,1760
TRUE,-9,1.821612432377736,TRUE,FALSE,872
TRUE,-11,1.821612432377736,TRUE,TRUE,2135
FALSE,-11,1.821612432377736,TRUE,FALSE,8663
TRUE,-11,1.821612432377736,TRUE,FALSE,8212
TRUE,-11,1.821612432377736,TRUE,FALSE,4320
TRUE,-11,1.821612432377736,FALSE,FALSE,1156
FALSE,-9,1.821612432377736,TRUE,FALSE,1815
FALSE,-11,1.821612432377736,TRUE,FALSE,1571
TRUE,-11,1.821612432377736,TRUE,FALSE,1218
TRUE,-11,1.821612432377736,FALSE,FALSE,1482
FALSE,-11,1.821612432377736,TRUE,FALSE,8217
TRUE,-11,1.821612432377736,TRUE,TRUE,8538
FALSE,-11,1.821612432377736,TRUE,FALSE,2519
TRUE,-8,1.821612432377736,TRUE,FALSE,3996
TRUE,-11,1.821612432377736,FALSE,FALSE,974
TRUE,-11,1.821612432377736,FALSE,FALSE,932
TRUE,-11,1.821612432377736,TRUE,TRUE,4000
FALSE,-11,1.821612432377736,TRUE,FALSE,1830
TRUE,-11,1.821612432377736,TRUE,FALSE,1636
TRUE,-11,1.821612432377736,FALSE,FALSE,1087
FALSE,-9,1.821612432377736,TRUE,FALSE,2296
FALSE,-10,1.821612432377736,TRUE,FALSE,8168
FALSE,-11,1.821612432377736,TRUE,FALSE,1735
TRUE,-11,1.821612432377736,TRUE,FALSE,8501
TRUE,-11,1.821612432377736,FALSE,FALSE,1070
TRUE,-11,1.821612432377736,FALSE,FALSE,2078
TRUE,-11,1.821612432377736,FALSE,FALSE,1096
FALSE,-11,1.821612432377736,TRUE,FALSE,2642
TRUE,-11,1.821612432377736,FALSE,FALSE,2463
TRUE,-11,1.821612432377736,FALSE,FALSE,1417
TRUE,-10,1.821612432377736,TRUE,FALSE,8023
TRUE,-11,1.821612432377736,TRUE,FALSE,1643
FALSE,-11,1.821612432377736,FALSE,FALSE,1283
TRUE,-11,1.821612432377736,TRUE,FALSE,940
TRUE,-11,1.821612432377736,FALSE,FALSE,2726
TRUE,-10,1.821612432377736,TRUE,FALSE,2325
TRUE,-11,1.821612432377736,TRUE,FALSE,1652
FALSE,-11,1.821612432377736,TRUE,FALSE,865
TRUE,-11,1.821612432377736,TRUE,FALSE,1646
FALSE,-11,1.821612432377736,TRUE,FALSE,1322
TRUE,-6,1.821612432377736,TRUE,FALSE,8647
TRUE,-11,1.821612432377736,TRUE,FALSE,8372
TRUE,-10,1.821612432377736,TRUE,FALSE,1118
FALSE,-7,1.821612432377736,TRUE,FALSE,7770
TRUE,-10,1.821612432377736,TRUE,FALSE,1432
TRUE,-11,1.821612432377736,TRUE,FALSE,7861
FALSE,-11,1.821612432377736,FALSE,FALSE,1901
TRUE,-11,1.821612432377736,TRUE,FALSE,8376
FALSE,-10,1.821612432377736,FALSE,FALSE,2533
TRUE,-11,1.821612432377736,FALSE,FALSE,1343
TRUE,-11,1.821612432377736,TRUE,FALSE,8377
TRUE,-11,1.821612432377736,TRUE,FALSE,1650
TRUE,-11,1.821612432377736,TRUE,FALSE,8688
FALSE,-11,1.821612432377736,TRUE,FALSE,1986
TRUE,-11,1.821612432377736,TRUE,FALSE,991
TRUE,-11,1.821612432377736,FALSE,FALSE,1761
TRUE,-11,1.821612432377736,FALSE,FALSE,1651
FALSE,-11,1.821612432377736,TRUE,FALSE,2352
TRUE,-11,1.821612432377736,TRUE,FALSE,1136
FALSE,-11,1.821612432377736,TRUE,FALSE,8083
TRUE,-11,1.821612432377736,FALSE,FALSE,8658
TRUE,-11,1.821612432377736,TRUE,FALSE,7941
TRUE,-10,1.821612432377736,FALSE,FALSE,3950
FALSE,-11,1.821612432377736,TRUE,FALSE,897
FALSE,-11,1.821612432377736,FALSE,FALSE,963
FALSE,-10,1.821612432377736,TRUE,FALSE,1142
FALSE,-11,1.821612432377736,TRUE,FALSE,4425
FALSE,-11,1.821612432377736,TRUE,FALSE,1255
TRUE,-11,1.821612432377736,TRUE,FALSE,2711
FALSE,-11,1.821612432377736,TRUE,FALSE,8625
TRUE,-11,1.821612432377736,TRUE,FALSE,8094
FALSE,-11,1.821612432377736,TRUE,FALSE,967
FALSE,-9,1.821612432377736,FALSE,FALSE,1909
TRUE,-11,1.821612432377736,FALSE,TRUE,8790
TRUE,-11,1.821612432377736,TRUE,FALSE,2713
FALSE,-11,1.821612432377736,TRUE,FALSE,1204
FALSE,-11,1.821612432377736,TRUE,FALSE,2614
FALSE,-11,1.821612432377736,TRUE,FALSE,2494
TRUE,-11,1.821612432377736,TRUE,FALSE,2725
TRUE,-11,1.821612432377736,TRUE,FALSE,1265
TRUE,-11,1.821612432377736,FALSE,FALSE,2069
FALSE,-11,1.821612432377736,TRUE,FALSE,8319
FALSE,-9,1.821612432377736,FALSE,FALSE,2643
FALSE,-10,1.821612432377736,TRUE,FALSE,8537
TRUE,-11,1.821612432377736,TRUE,FALSE,7831
FALSE,-11,1.821612432377736,FALSE,FALSE,2675
TRUE,-11,1.821612432377736,TRUE,FALSE,2575
TRUE,-11,1.821612432377736,TRUE,FALSE,8637
FALSE,-11,1.821612432377736,TRUE,FALSE,1164
TRUE,-10,1.821612432377736,TRUE,FALSE,8164
FALSE,-11,1.821612432377736,TRUE,FALSE,8087
FALSE,-9,1.821612432377736,FALSE,FALSE,2076
FALSE,-11,1.821612432377736,TRUE,FALSE,1411
FALSE,-11,1.821612432377736,TRUE,FALSE,7903
TRUE,-11,1.821612432377736,TRUE,FALSE,1026
TRUE,-11,1.821612432377736,TRUE,FALSE,1122
TRUE,-11,1.821612432377736,TRUE,FALSE,2577
FALSE,-9,1.821612432377736,TRUE,FALSE,1927
TRUE,-11,1.821612432377736,FALSE,FALSE,978
FALSE,-11,1.821612432377736,FALSE,FALSE,1930
TRUE,-11,1.821612432377736,TRUE,FALSE,1278
TRUE,-11,1.821612432377736,FALSE,FALSE,2579
TRUE,-11,1.821612432377736,TRUE,FALSE,2414
FALSE,-11,1.821612432377736,TRUE,FALSE,982
TRUE,-11,1.821612432377736,TRUE,FALSE,8611
TRUE,-11,1.821612432377736,TRUE,FALSE,8371
FALSE,-11,1.821612432377736,TRUE,FALSE,1058
FALSE,-9,1.821612432377736,TRUE,FALSE,7763
TRUE,-11,1.821612432377736,FALSE,FALSE,8768
TRUE,-11,1.821612432377736,TRUE,FALSE,7854
FALSE,-11,1.821612432377736,TRUE,FALSE,4403
TRUE,-11,1.821612432377736,TRUE,FALSE,36335
TRUE,-11,1.821612432377736,TRUE,FALSE,2032
TRUE,-11,1.821612432377736,FALSE,FALSE,1756
TRUE,-11,1.821612432377736,TRUE,FALSE,1177
TRUE,-11,1.821612432377736,TRUE,FALSE,2586
TRUE,-11,1.821612432377736,TRUE,FALSE,8614
TRUE,-11,1.821612432377736,FALSE,FALSE,1504
TRUE,-10,1.821612432377736,TRUE,TRUE,8770
TRUE,-11,1.821612432377736,FALSE,FALSE,8499
TRUE,-11,1.821612432377736,FALSE,FALSE,1663
TRUE,-11,1.821612432377736,FALSE,FALSE,1192
TRUE,-11,1.821612432377736,FALSE,FALSE,2647
TRUE,-11,1.821612432377736,TRUE,FALSE,3848
TRUE,-11,1.821612432377736,FALSE,FALSE,2535
FALSE,-11,1.821612432377736,FALSE,FALSE,7808
TRUE,-11,1.821612432377736,FALSE,FALSE,8773
TRUE,-11,1.821612432377736,FALSE,FALSE,2704
TRUE,-11,1.821612432377736,FALSE,FALSE,8505
TRUE,-11,1.821612432377736,TRUE,FALSE,8229
TRUE,-11,1.821612432377736,TRUE,FALSE,8379
TRUE,-11,1.821612432377736,TRUE,FALSE,1135
FALSE,-10,1.821612432377736,FALSE,FALSE,1195
TRUE,-11,1.821612432377736,TRUE,FALSE,2747
TRUE,-11,1.821612432377736,TRUE,FALSE,992
TRUE,-11,1.821612432377736,TRUE,FALSE,4321
FALSE,-11,1.821612432377736,TRUE,FALSE,1782
FALSE,-9,1.821612432377736,TRUE,FALSE,2601
FALSE,-11,1.821612432377736,FALSE,FALSE,8047
TRUE,-11,1.821612432377736,TRUE,FALSE,2354
TRUE,-11,1.821612432377736,FALSE,FALSE,996
TRUE,-11,1.821612432377736,FALSE,FALSE,2709
