LayDay,zscore_SAM,center_year,penguinseq
291,-0.1703896841599427,-7,4456
279,-0.1703896841599427,-7,18086
284,-0.1703896841599427,-7,1499
278,-0.1703896841599427,-7,8489
284,-0.1703896841599427,-7,17952
284,-0.1703896841599427,-7,13160
279,-0.1703896841599427,-7,8507
284,-0.1703896841599427,-7,25786
275,-0.1703896841599427,-7,17956
285,-0.1703896841599427,-7,36165
278,-0.1703896841599427,-7,1894
283,-0.1703896841599427,-7,25457
284,-0.1703896841599427,-7,11828
280,-0.1703896841599427,-7,8501
286,-0.1703896841599427,-7,22347
280,-0.1703896841599427,-7,25526
282,-0.1703896841599427,-7,1472
276,-0.1703896841599427,-7,36238
280,-0.1703896841599427,-7,14382
284,-0.1703896841599427,-7,18101
280,-0.1703896841599427,-7,17992
281,-0.1703896841599427,-7,36380
277,-0.1703896841599427,-7,36366
280,-0.1703896841599427,-7,25601
278,-0.1703896841599427,-7,14406
290,-0.1703896841599427,-7,1504
289,-0.1703896841599427,-7,27292
283,-0.1703896841599427,-7,36200
275,-0.1703896841599427,-7,13157
297,-0.1703896841599427,-7,17991
285,-0.1703896841599427,-7,27196
284,-0.1703896841599427,-7,13061
276,-0.1703896841599427,-7,36090
282,-0.1703896841599427,-7,8738
293,-0.1703896841599427,-7,13095
280,-0.1703896841599427,-7,18063
289,-0.1703896841599427,-7,1735
276,-0.1703896841599427,-7,8627
278,-0.1703896841599427,-7,4000
276,-0.1703896841599427,-7,1417
289,-0.1703896841599427,-7,1899
280,-0.1703896841599427,-7,17976
279,-0.1703896841599427,-7,1925
282,-0.1703896841599427,-7,1906
285,-0.1703896841599427,-7,14399
284,-0.1703896841599427,-7,1901
284,-0.1703896841599427,-7,36326
285,-0.1703896841599427,-7,22368
291,-0.1703896841599427,-7,36154
285,-0.1703896841599427,-7,1909
279,-0.1703896841599427,-7,2738
281,-0.1703896841599427,-7,13094
280,-0.1703896841599427,-7,25793
282,-0.1703896841599427,-7,1517
280,-0.1703896841599427,-7,8482
284,-0.1703896841599427,-7,2166
288,-0.1703896841599427,-7,9963
289,-0.1703896841599427,-7,4635
282,-0.1703896841599427,-7,4631
278,-0.1703896841599427,-7,3939
281,-0.1703896841599427,-7,18102
284,-0.1703896841599427,-7,1498
285,-0.1703896841599427,-7,14411
290,-0.1703896841599427,-7,36155
279,-0.1703896841599427,-7,2646
278,-0.1703896841599427,-7,1482
285,-0.1703896841599427,-7,25616
280,-0.1703896841599427,-7,14413
288,-0.1703896841599427,-7,4254
276,-0.1703896841599427,-7,25518
281,-0.1703896841599427,-7,9575
279,-0.1703896841599427,-7,4001
282,-0.1703896841599427,-7,2736
284,-0.1703896841599427,-7,13152
283,-0.1703896841599427,-7,8735
282,-0.1703896841599427,-7,4697
280,-0.1703896841599427,-7,1465
286,-0.1703896841599427,-7,1512
279,-0.1703896841599427,-7,1754
280,-0.1703896841599427,-7,4238
279,-0.1703896841599427,-7,1828
281,-0.1703896841599427,-7,4265
279,-0.1703896841599427,-7,7888
275,-0.1703896841599427,-7,17957
283,-0.1703896841599427,-7,3816
283,-0.1703896841599427,-7,18342
274,-0.1703896841599427,-7,2798
283,-0.1703896841599427,-7,8929
280,-0.1703896841599427,-7,25899
277,-0.1703896841599427,-7,1760
293,-0.1703896841599427,-7,8117
280,-0.1703896841599427,-7,17962
290,-0.1703896841599427,-7,8541
278,-0.1703896841599427,-7,22373
276,-0.1703896841599427,-7,4042
280,-0.1703896841599427,-7,25458
278,-0.1703896841599427,-7,1411
284,-0.1703896841599427,-7,25787
287,-0.1703896841599427,-7,4759
279,-0.1703896841599427,-7,25763
279,-0.1703896841599427,-7,36383
285,-0.1703896841599427,-7,8682
280,-0.1703896841599427,-7,25484
280,-0.1703896841599427,-7,25600
290,-0.1703896841599427,-7,3952
282,-0.1703896841599427,-7,8069
276,-0.1703896841599427,-7,7812
279,-0.1703896841599427,-7,1930
286,-0.1703896841599427,-7,1493
285,-0.1703896841599427,-7,27185
280,-0.1703896841599427,-7,1361
285,-0.1703896841599427,-7,8505
280,-0.1703896841599427,-7,1896
286,-0.1703896841599427,-7,14418
276,-0.1703896841599427,-7,4174
297,-0.1703896841599427,-7,2680
282,-0.1703896841599427,-7,8731
278,-0.1703896841599427,-7,36089
284,-0.1703896841599427,-7,1910
282,-0.1703896841599427,-7,4692
278,-0.1703896841599427,-7,1359
287,-0.1703896841599427,-7,13119
285,-0.1703896841599427,-7,17961
282,-0.1703896841599427,-7,36239
280,-0.1703896841599427,-7,4653
285,-0.1703896841599427,-7,18373
281,-0.1703896841599427,-7,1410
290,-0.1703896841599427,-7,1907
280,-0.1703896841599427,-7,1927
280,-0.1703896841599427,-7,18014
290,-0.1703896841599427,-7,1439
286,-0.1703896841599427,-7,25455
281,-0.1703896841599427,-7,1503
281,-0.1703896841599427,-7,14422
276,-0.1703896841599427,-7,2709
284,-0.1703896841599427,-7,1505
278,-0.1703896841599427,-7,36235
284,-0.1703896841599427,-7,13187
284,-0.1703896841599427,-7,3848
276,-0.1703896841599427,-7,8759
290,-0.1703896841599427,-7,1904
280,-0.1703896841599427,-7,17994
277,-0.1703896841599427,-7,8767
287,-0.1703896841599427,-7,36343
291,-0.1703896841599427,-7,25580
278,-0.1703896841599427,-7,25462
280,-0.1703896841599427,-7,22344
286,-0.295553157226846,-6,2736
284,-0.295553157226846,-6,1055
286,-0.295553157226846,-6,36200
282,-0.295553157226846,-6,9116
286,-0.295553157226846,-6,2166
282,-0.295553157226846,-6,36235
288,-0.295553157226846,-6,2069
281,-0.295553157226846,-6,14414
290,-0.295553157226846,-6,25793
282,-0.295553157226846,-6,2418
283,-0.295553157226846,-6,18101
284,-0.295553157226846,-6,25612
284,-0.295553157226846,-6,13060
284,-0.295553157226846,-6,25455
290,-0.295553157226846,-6,10116
284,-0.295553157226846,-6,1265
290,-0.295553157226846,-6,25616
288,-0.295553157226846,-6,4230
288,-0.295553157226846,-6,8044
284,-0.295553157226846,-6,4261
288,-0.295553157226846,-6,27050
282,-0.295553157226846,-6,1828
287,-0.295553157226846,-6,36154
289,-0.295553157226846,-6,1504
286,-0.295553157226846,-6,10652
286,-0.295553157226846,-6,1896
286,-0.295553157226846,-6,1988
286,-0.295553157226846,-6,4340
284,-0.295553157226846,-6,39980
288,-0.295553157226846,-6,2711
288,-0.295553157226846,-6,4219
277,-0.295553157226846,-6,18086
288,-0.295553157226846,-6,22347
282,-0.295553157226846,-6,36116
286,-0.295553157226846,-6,36150
287,-0.295553157226846,-6,25462
291,-0.295553157226846,-6,36326
290,-0.295553157226846,-6,2464
279,-0.295553157226846,-6,3950
284,-0.295553157226846,-6,1222
287,-0.295553157226846,-6,25580
284,-0.295553157226846,-6,2645
285,-0.295553157226846,-6,8482
288,-0.295553157226846,-6,1439
288,-0.295553157226846,-6,859
286,-0.295553157226846,-6,1997
282,-0.295553157226846,-6,1493
288,-0.295553157226846,-6,1984
284,-0.295553157226846,-6,9044
284,-0.295553157226846,-6,1571
291,-0.295553157226846,-6,1899
290,-0.295553157226846,-6,40002
291,-0.295553157226846,-6,27292
284,-0.295553157226846,-6,1054
286,-0.295553157226846,-6,8771
288,-0.295553157226846,-6,1076
283,-0.295553157226846,-6,8027
284,-0.295553157226846,-6,7937
283,-0.295553157226846,-6,25786
278,-0.295553157226846,-6,2604
288,-0.295553157226846,-6,3952
285,-0.295553157226846,-6,8434
289,-0.295553157226846,-6,17952
282,-0.295553157226846,-6,1517
282,-0.295553157226846,-6,2078
290,-0.295553157226846,-6,27194
284,-0.295553157226846,-6,8929
282,-0.295553157226846,-6,1379
286,-0.295553157226846,-6,1417
283,-0.295553157226846,-6,25898
277,-0.295553157226846,-6,4001
284,-0.295553157226846,-6,2137
290,-0.295553157226846,-6,22368
284,-0.295553157226846,-6,2474
288,-0.295553157226846,-6,2642
283,-0.295553157226846,-6,4254
283,-0.295553157226846,-6,1505
294,-0.295553157226846,-6,2705
289,-0.295553157226846,-6,36155
288,-0.295553157226846,-6,18373
284,-0.295553157226846,-6,1218
282,-0.295553157226846,-6,25526
282,-0.295553157226846,-6,1465
286,-0.295553157226846,-6,14382
282,-0.295553157226846,-6,25533
285,-0.295553157226846,-6,4634
288,-0.295553157226846,-6,2699
286,-0.295553157226846,-6,14399
286,-0.295553157226846,-6,1221
284,-0.295553157226846,-6,2640
282,-0.295553157226846,-6,1015
285,-0.295553157226846,-6,4591
283,-0.295553157226846,-6,13160
281,-0.295553157226846,-6,7808
282,-0.295553157226846,-6,25601
288,-0.295553157226846,-6,1204
290,-0.295553157226846,-6,1983
290,-0.295553157226846,-6,2547
286,-0.295553157226846,-6,1079
285,-0.295553157226846,-6,36089
290,-0.295553157226846,-6,18362
288,-0.295553157226846,-6,1359
286,-0.295553157226846,-6,2522
286,-0.295553157226846,-6,2661
283,-0.295553157226846,-6,18342
287,-0.295553157226846,-6,25457
281,-0.295553157226846,-6,39956
284,-0.295553157226846,-6,8679
283,-0.295553157226846,-6,4697
284,-0.295553157226846,-6,1195
284,-0.295553157226846,-6,2575
286,-0.295553157226846,-6,22373
288,-0.295553157226846,-6,2024
284,-0.295553157226846,-6,2579
286,-0.295553157226846,-6,2557
290,-0.295553157226846,-6,849
286,-0.295553157226846,-6,13187
278,-0.295553157226846,-6,36090
282,-0.295553157226846,-6,13094
284,-0.295553157226846,-6,1026
286,-0.295553157226846,-6,36343
288,-0.295553157226846,-6,8691
286,-0.295553157226846,-6,9133
284,-0.295553157226846,-6,3816
282,-0.295553157226846,-6,36380
284,-0.295553157226846,-6,2638
282,-0.295553157226846,-6,4265
282,-0.295553157226846,-6,1058
290,-0.295553157226846,-6,27185
286,-0.295553157226846,-6,1432
282,-0.295553157226846,-6,8677
291,-0.295553157226846,-6,25456
286,-0.295553157226846,-6,14413
285,-0.295553157226846,-6,17965
282,-0.295553157226846,-6,4598
280,-0.295553157226846,-6,1054
283,-0.295553157226846,-6,4692
290,-0.295553157226846,-6,2061
288,-0.295553157226846,-6,27196
286,-0.295553157226846,-6,8627
283,-0.295553157226846,-6,3848
294,-0.295553157226846,-6,2694
291,-0.295553157226846,-6,14411
286,-0.295553157226846,-6,1521
288,-0.295553157226846,-6,1482
290,-0.295553157226846,-6,2140
285,-0.295553157226846,-6,8541
283,-0.295553157226846,-6,25787
283,-0.295553157226846,-6,4000
286,-0.295553157226846,-6,1199
280,-0.295553157226846,-6,2577
286,-0.295553157226846,-6,1038
278,-0.295553157226846,-6,8759
283,-0.295553157226846,-6,8538
287,-0.295553157226846,-6,4635
286,-0.295553157226846,-6,17961
286,-0.295553157226846,-6,17962
285,-0.295553157226846,-6,1438
288,-0.295553157226846,-6,2174
286,-0.295553157226846,-6,8371
288,-0.295553157226846,-6,15951
282,-0.295553157226846,-6,4631
285,-0.295553157226846,-6,25458
282,-0.295553157226846,-6,1411
288,-0.295553157226846,-6,2726
284,-0.295553157226846,-6,2749
286,-0.295553157226846,-6,36239
282,-0.295553157226846,-6,4653
286,-0.295553157226846,-6,22344
292,-0.295553157226846,-6,36383
284,-0.295553157226846,-6,2662
284,-0.295553157226846,-6,25518
286,-0.295553157226846,-6,1501
286,-0.295553157226846,-6,2525
288,-0.295553157226846,-6,2722
286,-0.295553157226846,-6,17691
291,-0.5180659982346741,-5,1055
279,-0.5180659982346741,-5,4001
291,-0.5180659982346741,-5,25462
291,-0.5180659982346741,-5,1379
294,-0.5180659982346741,-5,8505
283,-0.5180659982346741,-5,4340
287,-0.5180659982346741,-5,1439
289,-0.5180659982346741,-5,2682
285,-0.5180659982346741,-5,4631
285,-0.5180659982346741,-5,2638
281,-0.5180659982346741,-5,8388
287,-0.5180659982346741,-5,4710
285,-0.5180659982346741,-5,7932
285,-0.5180659982346741,-5,2645
287,-0.5180659982346741,-5,2647
289,-0.5180659982346741,-5,1735
286,-0.5180659982346741,-5,1828
289,-0.5180659982346741,-5,36154
294,-0.5180659982346741,-5,9895
290,-0.5180659982346741,-5,2736
291,-0.5180659982346741,-5,1265
292,-0.5180659982346741,-5,4230
294,-0.5180659982346741,-5,40109
284,-0.5180659982346741,-5,4254
288,-0.5180659982346741,-5,8434
288,-0.5180659982346741,-5,18101
287,-0.5180659982346741,-5,2704
278,-0.5180659982346741,-5,40134
284,-0.5180659982346741,-5,2994
289,-0.5180659982346741,-5,1732
283,-0.5180659982346741,-5,8482
289,-0.5180659982346741,-5,2532
294,-0.5180659982346741,-5,1925
281,-0.5180659982346741,-5,40183
287,-0.5180659982346741,-5,1896
286,-0.5180659982346741,-5,16804
286,-0.5180659982346741,-5,9116
283,-0.5180659982346741,-5,17956
288,-0.5180659982346741,-5,1899
285,-0.5180659982346741,-5,1218
285,-0.5180659982346741,-5,2536
283,-0.5180659982346741,-5,17957
293,-0.5180659982346741,-5,2533
293,-0.5180659982346741,-5,2699
301,-0.5180659982346741,-5,4489
286,-0.5180659982346741,-5,36366
287,-0.5180659982346741,-5,25526
284,-0.5180659982346741,-5,18373
287,-0.5180659982346741,-5,2061
279,-0.5180659982346741,-5,36090
289,-0.5180659982346741,-5,1983
286,-0.5180659982346741,-5,40190
289,-0.5180659982346741,-5,17994
290,-0.5180659982346741,-5,8117
281,-0.5180659982346741,-5,2661
279,-0.5180659982346741,-5,1499
289,-0.5180659982346741,-5,7937
292,-0.5180659982346741,-5,9575
288,-0.5180659982346741,-5,27292
290,-0.5180659982346741,-5,27050
282,-0.5180659982346741,-5,1465
289,-0.5180659982346741,-5,2640
283,-0.5180659982346741,-5,25898
295,-0.5180659982346741,-5,2024
287,-0.5180659982346741,-5,25602
289,-0.5180659982346741,-5,1909
281,-0.5180659982346741,-5,18371
279,-0.5180659982346741,-5,7808
286,-0.5180659982346741,-5,25456
282,-0.5180659982346741,-5,39980
291,-0.5180659982346741,-5,18395
293,-0.5180659982346741,-5,1059
292,-0.5180659982346741,-5,1493
284,-0.5180659982346741,-5,25786
291,-0.5180659982346741,-5,1192
297,-0.5180659982346741,-5,2684
283,-0.5180659982346741,-5,2577
283,-0.5180659982346741,-5,1432
282,-0.5180659982346741,-5,25616
289,-0.5180659982346741,-5,36235
287,-0.5180659982346741,-5,2418
287,-0.5180659982346741,-5,1070
286,-0.5180659982346741,-5,10545
283,-0.5180659982346741,-5,4000
293,-0.5180659982346741,-5,8043
293,-0.5180659982346741,-5,2274
283,-0.5180659982346741,-5,1054
289,-0.5180659982346741,-5,8501
292,-0.5180659982346741,-5,10006
290,-0.5180659982346741,-5,1901
285,-0.5180659982346741,-5,2756
279,-0.5180659982346741,-5,39956
283,-0.5180659982346741,-5,40181
295,-0.5180659982346741,-5,1734
295,-0.5180659982346741,-5,40002
286,-0.5180659982346741,-5,3990
288,-0.5180659982346741,-5,10652
287,-0.5180659982346741,-5,25485
285,-0.5180659982346741,-5,1517
284,-0.5180659982346741,-5,8027
282,-0.5180659982346741,-5,25612
293,-0.5180659982346741,-5,2722
287,-0.5180659982346741,-5,2076
291,-0.5180659982346741,-5,1359
286,-0.5180659982346741,-5,3816
294,-0.5180659982346741,-5,25899
283,-0.5180659982346741,-5,18342
282,-0.5180659982346741,-5,36238
291,-0.5180659982346741,-5,25457
283,-0.5180659982346741,-5,8538
283,-0.5180659982346741,-5,2078
287,-0.5180659982346741,-5,1997
293,-0.5180659982346741,-5,1195
285,-0.5180659982346741,-5,22373
283,-0.5180659982346741,-5,4697
289,-0.5180659982346741,-5,17976
286,-0.5180659982346741,-5,10539
287,-0.5180659982346741,-5,2643
288,-0.5180659982346741,-5,36173
285,-0.5180659982346741,-5,22345
287,-0.5180659982346741,-5,3952
294,-0.5180659982346741,-5,40104
287,-0.5180659982346741,-5,849
286,-0.5180659982346741,-5,25600
287,-0.5180659982346741,-5,4219
291,-0.5180659982346741,-5,1984
292,-0.5180659982346741,-5,22347
289,-0.5180659982346741,-5,1756
281,-0.5180659982346741,-5,2005
281,-0.5180659982346741,-5,1264
284,-0.5180659982346741,-5,14406
278,-0.5180659982346741,-5,40127
284,-0.5180659982346741,-5,13160
289,-0.5180659982346741,-5,25580
279,-0.5180659982346741,-5,8759
291,-0.5180659982346741,-5,36155
279,-0.5180659982346741,-5,1498
285,-0.5180659982346741,-5,2575
283,-0.5180659982346741,-5,4692
285,-0.5180659982346741,-5,1760
285,-0.5180659982346741,-5,40185
287,-0.5180659982346741,-5,2642
291,-0.5180659982346741,-5,2137
291,-0.5180659982346741,-5,40084
290,-0.5180659982346741,-5,39995
285,-0.5180659982346741,-5,14413
286,-0.5180659982346741,-5,8929
295,-0.5180659982346741,-5,2174
289,-0.5180659982346741,-5,1411
288,-0.5180659982346741,-5,25787
289,-0.5180659982346741,-5,4759
291,-0.5180659982346741,-5,1504
287,-0.5180659982346741,-5,1221
280,-0.5180659982346741,-5,8627
293,-0.5180659982346741,-5,4410
279,-0.5180659982346741,-5,18086
280,-0.5180659982346741,-5,1417
289,-0.5180659982346741,-5,1199
292,-0.5180659982346741,-5,9963
294,-0.5180659982346741,-5,2604
285,-0.5180659982346741,-5,1905
288,-0.5180659982346741,-5,4634
291,-0.5180659982346741,-5,1482
287,-0.5180659982346741,-5,2166
289,-0.5180659982346741,-5,2140
283,-0.5180659982346741,-5,40182
283,-0.5180659982346741,-5,25458
290,-0.5180659982346741,-5,36239
287,-0.5180659982346741,-5,25601
293,-0.5180659982346741,-5,1038
285,-0.5180659982346741,-5,3848
281,-0.5180659982346741,-5,18362
283,-0.5180659982346741,-5,18000
290,-0.5180659982346741,-5,1521
294,-0.5180659982346741,-5,15951
283,-0.5180659982346741,-5,1015
279,-0.5180659982346741,-5,8481
287,-0.5180659982346741,-5,859
295,-0.5180659982346741,-5,25793
285,-0.5180659982346741,-5,2607
287,-0.5180659982346741,-5,13187
289,-0.5180659982346741,-5,2579
281,-0.5180659982346741,-5,2525
287,-0.5180659982346741,-5,22344
294,-0.5180659982346741,-5,27185
282,-0.5180659982346741,-5,4653
284,-0.5180659982346741,-5,8731
282,-0.5180659982346741,-5,4174
290,-0.5180659982346741,-5,13061
290,-0.5180659982346741,-5,1501
296,-0.5180659982346741,-5,9133
286,-0.5180659982346741,-5,36383
287,-0.5180659982346741,-5,8767
281,-0.5180659982346741,-5,2749
281,-0.5180659982346741,-5,40164
281,-0.5180659982346741,-5,25518
284,-0.5180659982346741,-5,17691
285,-0.5180659982346741,-5,1505
286,-0.5180659982346741,-5,9044
280,0.4665533232249654,-4,25612
281,0.4665533232249654,-4,2775
283,0.4665533232249654,-4,7835
293,0.4665533232249654,-4,1265
279,0.4665533232249654,-4,4631
281,0.4665533232249654,-4,7937
285,0.4665533232249654,-4,2704
282,0.4665533232249654,-4,8160
288,0.4665533232249654,-4,8434
289,0.4665533232249654,-4,4254
276,0.4665533232249654,-4,18086
282,0.4665533232249654,-4,27194
289,0.4665533232249654,-4,11828
289,0.4665533232249654,-4,2699
290,0.4665533232249654,-4,8481
281,0.4665533232249654,-4,9820
286,0.4665533232249654,-4,36200
285,0.4665533232249654,-4,2492
279,0.4665533232249654,-4,25602
285,0.4665533232249654,-4,2638
285,0.4665533232249654,-4,4586
284,0.4665533232249654,-4,25455
280,0.4665533232249654,-4,22349
287,0.4665533232249654,-4,1199
285,0.4665533232249654,-4,2647
281,0.4665533232249654,-4,18101
287,0.4665533232249654,-4,1984
283,0.4665533232249654,-4,36235
279,0.4665533232249654,-4,1499
284,0.4665533232249654,-4,27292
289,0.4665533232249654,-4,2994
281,0.4665533232249654,-4,40109
279,0.4665533232249654,-4,18373
281,0.4665533232249654,-4,1925
283,0.4665533232249654,-4,1070
289,0.4665533232249654,-4,1437
283,0.4665533232249654,-4,2642
285,0.4665533232249654,-4,36335
284,0.4665533232249654,-4,1504
279,0.4665533232249654,-4,8388
277,0.4665533232249654,-4,17965
282,0.4665533232249654,-4,36150
280,0.4665533232249654,-4,36366
291,0.4665533232249654,-4,17957
283,0.4665533232249654,-4,7948
277,0.4665533232249654,-4,9116
278,0.4665533232249654,-4,46194
289,0.4665533232249654,-4,2463
280,0.4665533232249654,-4,39980
291,0.4665533232249654,-4,8505
284,0.4665533232249654,-4,36155
278,0.4665533232249654,-4,2128
287,0.4665533232249654,-4,25526
279,0.4665533232249654,-4,4697
285,0.4665533232249654,-4,2346
291,0.4665533232249654,-4,40104
275,0.4665533232249654,-4,7808
288,0.4665533232249654,-4,4634
286,0.4665533232249654,-4,14399
281,0.4665533232249654,-4,8929
281,0.4665533232249654,-4,2076
281,0.4665533232249654,-4,1828
293,0.4665533232249654,-4,2557
278,0.4665533232249654,-4,22341
287,0.4665533232249654,-4,2365
284,0.4665533232249654,-4,25456
281,0.4665533232249654,-4,2480
293,0.4665533232249654,-4,2137
277,0.4665533232249654,-4,9374
284,0.4665533232249654,-4,39995
280,0.4665533232249654,-4,3990
287,0.4665533232249654,-4,27050
283,0.4665533232249654,-4,4219
278,0.4665533232249654,-4,5465
280,0.4665533232249654,-4,25898
285,0.4665533232249654,-4,3829
277,0.4665533232249654,-4,22373
284,0.4665533232249654,-4,4000
283,0.4665533232249654,-4,4578
285,0.4665533232249654,-4,21843
282,0.4665533232249654,-4,2736
279,0.4665533232249654,-4,4340
289,0.4665533232249654,-4,8027
276,0.4665533232249654,-4,8759
288,0.4665533232249654,-4,40002
280,0.4665533232249654,-4,1493
291,0.4665533232249654,-4,2721
281,0.4665533232249654,-4,22616
285,0.4665533232249654,-4,25533
283,0.4665533232249654,-4,8163
280,0.4665533232249654,-4,16804
284,0.4665533232249654,-4,3952
281,0.4665533232249654,-4,4704
285,0.4665533232249654,-4,2140
290,0.4665533232249654,-4,25899
284,0.4665533232249654,-4,1899
291,0.4665533232249654,-4,2061
276,0.4665533232249654,-4,36238
283,0.4665533232249654,-4,1735
285,0.4665533232249654,-4,2598
279,0.4665533232249654,-4,40181
285,0.4665533232249654,-4,2464
281,0.4665533232249654,-4,25787
281,0.4665533232249654,-4,4585
276,0.4665533232249654,-4,4001
277,0.4665533232249654,-4,2711
281,0.4665533232249654,-4,1901
275,0.4665533232249654,-4,40183
286,0.4665533232249654,-4,1359
287,0.4665533232249654,-4,1055
280,0.4665533232249654,-4,10578
280,0.4665533232249654,-4,2738
279,0.4665533232249654,-4,4265
285,0.4665533232249654,-4,1058
285,0.4665533232249654,-4,2416
287,0.4665533232249654,-4,27185
285,0.4665533232249654,-4,2696
285,0.4665533232249654,-4,2438
281,0.4665533232249654,-4,2579
282,0.4665533232249654,-4,36343
275,0.4665533232249654,-4,40134
289,0.4665533232249654,-4,2722
279,0.4665533232249654,-4,4692
291,0.4665533232249654,-4,17956
278,0.4665533232249654,-4,40185
276,0.4665533232249654,-4,36090
281,0.4665533232249654,-4,8677
278,0.4665533232249654,-4,1905
283,0.4665533232249654,-4,1732
280,0.4665533232249654,-4,8507
285,0.4665533232249654,-4,2292
277,0.4665533232249654,-4,2749
283,0.4665533232249654,-4,22344
286,0.4665533232249654,-4,1482
279,0.4665533232249654,-4,2643
287,0.4665533232249654,-4,2067
289,0.4665533232249654,-4,2409
283,0.4665533232249654,-4,1218
282,0.4665533232249654,-4,22368
285,0.4665533232249654,-4,2547
285,0.4665533232249654,-4,1222
275,0.4665533232249654,-4,40200
281,0.4665533232249654,-4,1417
283,0.4665533232249654,-4,1038
281,0.4665533232249654,-4,2536
283,0.4665533232249654,-4,1896
283,0.4665533232249654,-4,8162
291,0.4665533232249654,-4,849
275,0.4665533232249654,-4,39956
284,0.4665533232249654,-4,1439
283,0.4665533232249654,-4,2166
281,0.4665533232249654,-4,3816
283,0.4665533232249654,-4,25580
281,0.4665533232249654,-4,4598
287,0.4665533232249654,-4,8142
281,0.4665533232249654,-4,13061
279,0.4665533232249654,-4,8731
281,0.4665533232249654,-4,2372
283,0.4665533232249654,-4,2604
276,0.4665533232249654,-4,46190
282,0.4665533232249654,-4,4653
282,0.4665533232249654,-4,36148
283,0.4665533232249654,-4,25763
291,0.4665533232249654,-4,61510
283,0.4665533232249654,-4,10539
284,0.4665533232249654,-4,36326
288,0.4665533232249654,-4,27196
285,0.4665533232249654,-4,9575
291,0.4665533232249654,-4,14411
287,0.4665533232249654,-4,25616
283,0.4665533232249654,-4,36154
288,0.4665533232249654,-4,13094
279,0.4665533232249654,-4,40182
279,0.4665533232249654,-4,3848
280,0.4665533232249654,-4,1472
282,0.4665533232249654,-4,25600
285,0.4665533232249654,-4,1204
285,0.4665533232249654,-4,1983
281,0.4665533232249654,-4,36173
293,0.4665533232249654,-4,15951
279,0.4665533232249654,-4,1498
280,0.4665533232249654,-4,18342
277,0.4665533232249654,-4,27556
285,0.4665533232249654,-4,9963
288,0.4665533232249654,-4,25793
285,0.4665533232249654,-4,1192
281,0.4665533232249654,-4,8627
281,0.4665533232249654,-4,4410
279,0.4665533232249654,-4,46214
283,0.4665533232249654,-4,1221
283,0.4665533232249654,-4,1411
280,0.4665533232249654,-4,40190
278,0.4665533232249654,-4,40084
283,0.4665533232249654,-4,27475
279,0.4665533232249654,-4,14406
279,0.4665533232249654,-4,1517
279,0.4665533232249654,-4,1432
284,0.4665533232249654,-4,8117
278,0.4665533232249654,-4,28405
285,0.4665533232249654,-4,8691
283,0.4665533232249654,-4,1195
285,0.4665533232249654,-4,4489
275,0.4665533232249654,-4,40127
287,0.4665533232249654,-4,1756
282,0.4665533232249654,-4,1379
279,0.4665533232249654,-4,1505
281,0.4665533232249654,-4,2078
277,0.4665533232249654,-4,1438
285,0.4665533232249654,-4,9133
277,0.4665533232249654,-4,25518
277,0.4665533232249654,-4,2726
283,0.4665533232249654,-4,36380
277,0.4665533232249654,-4,14413
276,0.4665533232249654,-4,4174
279,0.4665533232249654,-4,2005
281,0.4665533232249654,-4,36383
283,0.4665533232249654,-4,7812
282,0.4665533232249654,-4,36239
275,0.4665533232249654,-4,40164
285,0.4665533232249654,-4,16748
291,0.4665533232249654,-4,17691
287,0.4665533232249654,-4,1501
283,0.4665533232249654,-4,13187
285,0.4665533232249654,-4,18395
277,0.8281366898626862,-3,36238
279,0.8281366898626862,-3,4663
283,0.8281366898626862,-3,18101
276,0.8281366898626862,-3,7808
278,0.8281366898626862,-3,18342
278,0.8281366898626862,-3,17957
286,0.8281366898626862,-3,27292
281,0.8281366898626862,-3,8507
278,0.8281366898626862,-3,40181
279,0.8281366898626862,-3,46666
283,0.8281366898626862,-3,1379
282,0.8281366898626862,-3,1499
282,0.8281366898626862,-3,1732
278,0.8281366898626862,-3,40200
285,0.8281366898626862,-3,36326
285,0.8281366898626862,-3,46655
287,0.8281366898626862,-3,27185
276,0.8281366898626862,-3,46190
286,0.8281366898626862,-3,2994
281,0.8281366898626862,-3,1905
275,0.8281366898626862,-3,18063
281,0.8281366898626862,-3,14414
282,0.8281366898626862,-3,9963
278,0.8281366898626862,-3,9116
281,0.8281366898626862,-3,9575
283,0.8281366898626862,-3,36150
285,0.8281366898626862,-3,46642
281,0.8281366898626862,-3,14382
279,0.8281366898626862,-3,46667
278,0.8281366898626862,-3,4489
284,0.8281366898626862,-3,1901
279,0.8281366898626862,-3,36366
278,0.8281366898626862,-3,25898
275,0.8281366898626862,-3,17992
280,0.8281366898626862,-3,29423
288,0.8281366898626862,-3,7948
281,0.8281366898626862,-3,3848
281,0.8281366898626862,-3,25612
283,0.8281366898626862,-3,46224
278,0.8281366898626862,-3,10578
288,0.8281366898626862,-3,36165
284,0.8281366898626862,-3,46652
279,0.8281366898626862,-3,4692
286,0.8281366898626862,-3,40084
276,0.8281366898626862,-3,36090
279,0.8281366898626862,-3,40109
279,0.8281366898626862,-3,4001
283,0.8281366898626862,-3,1756
276,0.8281366898626862,-3,8759
283,0.8281366898626862,-3,36155
283,0.8281366898626862,-3,8929
280,0.8281366898626862,-3,21843
287,0.8281366898626862,-3,4000
293,0.8281366898626862,-3,4261
283,0.8281366898626862,-3,9820
284,0.8281366898626862,-3,46658
