MaxTripDistance,zscore_climate,center_year,sex,penguinseq
139.06,0.32468933201773437,-4,M,51742
132.87,0.5719624139934395,-4,M,51742
103.83,0.2558582203156534,-1,M,51805
114.37,0.5036918754439135,-1,M,51805
126.11,0.28735243386528736,-1,M,51805
108.92,0.9077068175155699,-1,M,51805
151.71,1.6706752709411241,-1,M,51805
115.95,1.0431692606882428,-1,M,51805
122.94,0.8933063814398031,-1,M,51805
111.52,-0.31855836577835417,0,M,51811
92.69,-0.32367126161483895,0,M,51811
48.59,-0.8413252401812868,0,M,51811
88.59,-0.7940304951760296,0,M,51811
125.28,-0.6738725922855747,0,M,51811
81.02,-0.02978040479428405,0,M,51811
59.42,0.09187257643286308,0,M,51811
71.17,-0.28575495577823323,0,M,51811
120.24,-0.3705190102247857,0,M,51811
124.74,-0.22017664578661947,0,M,51811
176.65,-0.9437735769049497,-3,M,51813
157.6,0.09598293838000668,-3,M,51813
171.74,1.5311599274588505,-3,M,51813
122.85,1.3630470877294234,-3,M,51813
150.89,-0.5619747115067856,-3,M,51813
31.31,0.6447272491301186,-3,M,51813
46.81,0.4822818438822591,-2,M,51825
114.69,0.5225855394131862,-2,M,51825
178.31,-0.32333956288781657,-2,M,51825
42.86,0.9572472254912658,-2,M,51825
114.38,1.1882112061241707,-2,M,51825
96.24,-2.3266439322309544,-4,M,51872
78.57,-1.0880877703023921,-4,M,51872
128.89,-1.3387646255168217,-4,M,51872
76.06,-1.0524937531765128,-4,M,51872
168.73,-0.64521031314613575,-4,M,51872
58.54,0.8987229187047152,1,M,51929
121.76,1.1472378042210045,1,M,51929
117.42,0.7447913653925751,1,M,51929
61.16,-1.315160201280927,1,M,51929
73.01,-1.3597478583805827,1,M,51929
83.15,-1.3826407663015585,1,M,51929
91.67,-0.669009871490308,1,M,51929
138.23,0.2182039870493132,1,M,51929
124.82,0.49690423876043455,1,M,51929
94.38,-0.5623045876558141,-1,M,52082
126.35,0.5036918754439135,-1,M,52082
150.1,0.41567018292367536,-1,M,52082
126.58,0.9565794340863227,-1,M,52082
135.29,1.0644763989753894,-1,M,52082
157.78,0.6982440735624633,-1,M,52082
136.61,1.366962754363284,-1,M,52082
135.13,2.2384767391874276,-1,M,52082
89.63,-1.3387646255168217,-4,M,52092
71.8,-0.9539204265205773,-4,M,52092
102.12,-0.64521031314613575,-4,M,52092
156.8,0.2949456885408249,-4,M,52092
108.21,0.8781089820287381,-4,M,52092
101.28,-0.5825360279122933,-3,M,52092
105.12,-0.3497101192760147,-3,M,52092
109.64,-0.7503462691055661,-3,M,52092
126.71,-0.05294791296117927,-3,M,52092
125.09,1.4806299732959622,-3,M,52092
141.65,1.564719107088692,-3,M,52092
72.72,0.2850485086106849,-3,M,52092
54.99,-0.44159262135262944,-3,M,52092
52.91,-0.0035641834368298985,4,M,53007
61.57,0.050557556328785815,4,M,53007
74.18,-0.737632175042609,4,M,53007
116.77,0.008379942316513298,4,M,53007
30.93,0.8503168419356191,4,M,53007
149.07,1.358837992697426,4,M,53007
62.15,0.5446329339290875,4,M,53007
91.3,0.40819616917837165,4,M,53007
49.86,-0.46014891925586693,6,M,53592
88.69,0.30965658550325825,6,M,53592
91.25,0.38006925028101374,6,M,53592
30.55,-0.06663260250309433,6,M,55455
58.11,0.43078924371591576,6,M,55455
54.8,0.4053509944963688,6,M,55455
66.11,0.38006925028101374,6,M,55455
55.63,1.1154962374369148,6,M,55455
97.51,0.2886042240066694,6,M,55455
48.73,0.5180200671036045,6,M,55455
54.26,-1.037686651210535,6,M,55455
58.89,-0.8105916487775846,6,M,55455
59.6,-0.9264455602816172,6,M,55455
61.96,-1.5371755135569904,6,M,55455
75.43,-0.1739429460668677,6,M,55455
54.23,-1.4700947803157225,7,M,55455
66.09,-1.8650110975712664,7,M,55455
70.96,-2.445002260556905,7,M,55455
51.19,-2.017534007579828,7,M,55455
63.35,-1.8197753833980754,7,M,55455
51.98,-0.43159286203514335,7,M,55455
55.03,0.04671775243463647,7,M,55455
59.4,0.8075786046690738,7,M,55455
110.36,0.8346882657599753,7,M,55455
72.56,-0.6205361216918274,7,M,55455
66.61,-0.6349084527678809,7,M,55455
88.34,-0.07768572107866376,7,M,55455
62.19,0.3432800661912515,7,M,55455
88.5,0.6403042632251784,7,M,55455
94.63,-0.3688819560441179,-1,M,56497
145.95,-0.20898921887983057,-1,M,56497
116.3,0.2558582203156534,-1,M,56497
106.77,0.5036918754439135,-1,M,56497
152.3,0.28735243386528736,-1,M,56497
140.57,0.9077068175155699,-1,M,56497
113.73,1.1246734153563083,-1,M,56497
106.09,1.1138467222922361,-1,M,56497
129.44,0.6982440735624633,-1,M,56497
118.33,-0.32367126161483895,0,M,56497
39.77,-0.24675380708513944,0,M,56497
79.51,-0.8997811002408888,0,M,56497
103.89,-0.8346619978376517,0,M,56497
145.79,-0.21918344804098566,0,M,56497
141.22,0.1560441855740145,0,M,56497
132.58,-0.278781819234666,0,M,56497
32.42,-0.1687525615579591,10,M,56537
28.6,0.04683691778839437,10,M,56537
40.42,0.6023140897755793,10,M,56537
56.64,1.1932048089781744,10,M,56537
62.53,1.4245966365176443,10,M,56537
65.85,1.0052060530870122,10,M,56537
81.85,0.5989361248217401,10,M,56537
136.16,-0.6733072754000524,10,M,56537
88.6,0.07548124117206542,-2,M,56547
61.99,-0.012005374735248268,-2,M,56547
73.29,0.4822818438822591,-2,M,56547
133.37,0.9036384162406853,-2,M,56547
112.49,0.6045104367227359,-2,M,56547
185.95,-0.32333956288781657,-2,M,56547
45.8,0.9572472254912658,-2,M,56547
37.19,1.1882112061241707,-2,M,56547
105.49,0.5092996951440901,1,M,56547
161.2,1.1472378042210045,1,M,56547
135.31,0.7447913653925751,1,M,56547
68.13,-1.1565316280947469,1,M,56547
84.91,-1.3597478583805827,1,M,56547
126.7,-1.6095697472217922,1,M,56547
107.87,-0.3018259773921978,1,M,56547
170.52,0.2182039870493132,1,M,56547
178.52,1.1489786463002982,1,M,56547
53.32,0.40155627120555504,-2,M,56549
57.24,0.9036384162406853,-2,M,56549
85.39,0.5225855394131862,-2,M,56549
105.05,0.3476385885454754,-2,M,56549
123.59,-0.8459775189699845,-2,M,56549
162.64,-0.3647018055333454,-2,M,56549
170.7,0.25761893565014216,-2,M,56549
112.39,1.1882112061241707,-2,M,56549
38.91,-0.32367126161483895,0,M,56549
52.7,-0.0746820217574915,0,M,56549
53.8,-0.7940304951760296,0,M,56549
61.38,-0.6738725922855747,0,M,56549
100.35,-0.12185169879873173,0,M,56549
86.39,-0.44294432697806757,0,M,56549
113.04,-0.49789750342677724,0,M,56549
162.84,-0.278781819234666,0,M,56549
109.48,0.07548124117206542,-2,M,56553
47.1,0.7657110768128917,-2,M,56553
140.58,1.2256177864963544,-2,M,56553
149.59,-0.32333956288781657,-2,M,56553
143.81,-0.7320362081667228,-2,M,56553
161.83,-0.37850159551851215,-2,M,56553
154.26,0.3158631181981125,-2,M,56553
91.4,0.9572472254912658,-2,M,56553
63.22,-0.3688819560441179,-1,M,56553
51.26,-0.20898921887983057,-1,M,56553
80.49,-0.5623045876558141,-1,M,56553
91.01,0.42302540477804834,-1,M,56553
99.54,-0.1265473644260399,-1,M,56553
70.74,0.5327047738951152,-1,M,56553
131.34,0.2531002786785402,0,M,56553
45.5,-0.7940304951760296,0,M,56553
88.2,-0.8346619978376517,0,M,56553
137.73,-0.21918344804098566,0,M,56553
111.01,-0.05252085760665065,0,M,56553
82.95,0.1560441855740145,0,M,56553
124.24,-0.3705190102247857,0,M,56553
151.32,-0.278781819234666,0,M,56553
80.64,-1.4383769610524686,3,M,56553
68.73,-1.4458355242206233,3,M,56553
58.96,-1.675274156575668,3,M,56553
92.05,-2.169363972173787,3,M,56553
98.96,-2.191888514968536,3,M,56553
91.58,-1.0409039296267504,3,M,56553
37.23,-0.2555261287696501,3,M,56553
79.75,1.0366512656496578,3,M,56553
153.14,0.40155627120555504,-2,M,56559
213.29,-0.7778887148741774,-2,M,56559
113.88,1.1692728118389368,-2,M,56559
96.69,-1.8650110975712664,7,M,56561
96.95,-2.395765024028142,7,M,56561
78.47,-1.8006849349503915,7,M,56561
76.31,-0.8400516053199666,7,M,56561
83.91,0.04671775243463647,7,M,56561
66.95,0.8649236014713472,7,M,56561
62.12,1.2039404756308514,7,M,56561
56.84,-0.6205361216918274,7,M,56561
136.89,0.3387939389298092,-1,M,56573
89.37,1.062892393200481,-1,M,56573
85.18,1.782235920811158,-1,M,56573
90.79,-0.5623045876558141,-1,M,56581
106.11,0.42302540477804834,-1,M,56581
72.03,-0.1265473644260399,-1,M,56581
91.51,0.41567018292367536,-1,M,56581
118.41,0.448020177360797,-1,M,56581
127.29,1.6706752709411241,-1,M,56581
136.4,1.1138467222922361,-1,M,56581
75.47,1.0308292483467554,-1,M,56581
87.71,-0.28051153282772046,0,M,58971
89.58,-0.0746820217574915,0,M,58971
109.61,-0.8413252401812868,0,M,58971
108.56,-1.1907048158029732,0,M,58971
143.37,-0.21918344804098566,0,M,58971
85.59,-1.6565838980348953,1,M,58971
160.51,1.4316057197490761,1,M,58971
99.39,-0.9641905602785932,0,M,58982
76.04,-0.318736493163456,0,M,58982
83.5,-0.24675380708513944,0,M,58982
72.33,-0.7940304951760296,0,M,58982
104.63,-0.8346619978376517,0,M,58982
74.51,-0.5289989538300082,0,M,58982
148.49,0.11622190807146608,4,M,58982
97.83,1.2843557984565201,4,M,58982
116.13,0.5446329339290875,4,M,58982
60.22,1.0854114426799837,4,M,58982
128.87,0.3338895543202417,4,M,58982
164.06,-0.4851726333961604,5,M,58982
175.88,-1.070263308176166,5,M,58982
96.85,-0.8226357743151493,5,M,58982
95.08,0.25041817290486634,5,M,58982
61.59,-0.5573586567355931,6,M,58982
49.78,-0.46014891925586693,6,M,58982
52.27,0.43078924371591576,6,M,58982
56.69,0.4053509944963688,6,M,58982
74.12,0.38006925028101374,6,M,58982
58.06,0.4577620161891573,6,M,58982
122.03,0.5180200671036045,6,M,58982
61.21,-0.6934543104192922,6,M,58982
64.38,-0.9264455602816172,6,M,58982
135.92,-0.9641905602785932,0,M,58983
91.71,-0.318736493163456,0,M,58983
44.11,0.2531002786785402,0,M,58983
119.84,-0.24675380708513944,0,M,58983
74.52,-0.10395155705784892,5,M,58983
48.66,-0.32052715022286676,5,M,58983
101.91,-0.318736493163456,0,M,58984
68.93,-0.0746820217574915,0,M,58984
63.06,-0.8413252401812868,0,M,58984
98.56,-0.8346619978376517,0,M,58984
131.62,-0.12185169879873173,0,M,58984
95.94,0.09187257643286308,0,M,58984
146.87,-0.3705190102247857,0,M,58984
131.33,-0.7420915878441826,0,M,58984
111.92,-0.4400893602745764,0,M,58984
67.19,-0.32367126161483895,0,M,58993
58.45,-0.0746820217574915,0,M,58993
60.82,-0.24675380708513944,0,M,58993
71.05,-0.8997811002408888,0,M,58993
71.98,-1.1907048158029732,0,M,58993
135.18,-0.6738725922855747,0,M,58993
58.84,-0.05252085760665065,0,M,58993
85.96,0.09187257643286308,0,M,58993
63.68,-0.28575495577823323,0,M,58993
132.32,-0.3705190102247857,0,M,58993
146.91,-0.22017664578661947,0,M,58993
53.27,-1.5955203223618526,1,M,58993
63.82,-1.2317185477647998,1,M,58993
65.41,-0.267430742664959,1,M,58993
80.59,0.3855955721016289,1,M,58993
118.39,1.4316057197490761,1,M,58993
200.87,1.5206347137411247,1,M,58993
54.96,-1.1565316280947469,1,M,58993
190.65,-1.3597478583805827,1,M,58993
100.52,-0.669009871490308,1,M,58993
61.5,0.7845431481237857,1,M,58993
113.26,0.1608651980011189,1,M,58993
165.84,0.6678402536810322,1,M,58993
71.25,1.499636100306894,1,M,59053
75.17,-0.623459489714407,1,M,59053
133.39,-1.4313037461007516,1,M,59053
122.35,-0.669009871490308,1,M,59053
52.7,0.5092996951440901,1,M,59077
43.31,1.1472378042210045,1,M,59077
82.56,1.5206347137411247,1,M,59077
92.87,-0.623459489714407,1,M,59077
102.85,-1.4313037461007516,1,M,59077
49.86,-1.3826407663015585,1,M,59077
80.27,-0.3018259773921978,1,M,59077
98.49,0.2182039870493132,1,M,59077
115.72,-0.23989604273427187,1,M,59077
169.83,1.1489786463002982,1,M,59077
129.49,1.7974480354264588,1,M,59077
101.6,1.7406301506384123,1,M,59077
120.89,1.6747460185311893,1,M,59077
135.02,1.633619397936353,1,M,59077
70.17,-0.15280942920945434,4,M,59077
77.57,0.050557556328785815,4,M,59077
106.81,-0.6887364336749754,4,M,59077
136.29,1.2359171398608781,4,M,59077
148.14,0.7425315453426093,4,M,59077
120.63,-0.18925144461904492,0,M,59078
124.79,0.2531002786785402,0,M,59078
53.07,-0.7940304951760296,0,M,59078
137.08,-0.8346619978376517,0,M,59078
61.14,-0.44294432697806757,0,M,59078
113.4,-0.28575495577823323,0,M,59078
164.79,-0.22017664578661947,0,M,59078
84.56,-0.0746820217574915,0,M,59084
66.27,-0.8413252401812868,0,M,59084
138.4,-1.1907048158029732,0,M,59084
144.53,-0.5289989538300082,0,M,59084
103.53,0.09187257643286308,0,M,59084
128.73,-0.3705190102247857,0,M,59084
140.28,-0.22017664578661947,0,M,59084
157.69,0.025539526139922098,0,M,59084
77.83,1.5206347137411247,1,M,59104
76.66,0.7447913653925751,1,M,59104
95.42,-1.1565316280947469,1,M,59104
120.08,-1.6095697472217922,1,M,59104
81.73,-1.7335653815479473,3,M,59166
76.54,-2.169363972173787,3,M,59166
75.28,-1.39559945697305,3,M,59166
76.09,-0.18919320543311927,3,M,59166
38.13,-0.2555261287696501,3,M,59166
50.47,-0.12231655399391657,3,M,59166
52.93,1.0366512656496578,3,M,59166
54.74,1.3136083435135049,3,M,59166
59.8,1.4490568040956444,3,M,59166
49.08,-1.4380703132265398,3,M,59168
79.52,-1.4383769610524686,3,M,59168
57.85,-1.675274156575668,3,M,59168
80.86,-2.169363972173787,3,M,59168
71.76,-1.921173039177174,3,M,59168
60.67,-0.18919320543311927,3,M,59168
38.36,-0.9391551899750763,3,M,59168
42.31,-0.3332633745675318,3,M,59168
43.17,-0.2555261287696501,3,M,59168
46.07,-0.12231655399391657,3,M,59168
42,1.6210287741410365,3,M,59168
51.78,1.2536954705532104,3,M,59168
98.16,1.5135005793961411,3,M,59168
80.97,-1.7335653815479473,3,M,59186
55.29,-1.901810718138425,3,M,59186
91.26,-2.066889379817266,3,M,59186
16.73,-1.921173039177174,3,M,59186
114.22,-1.0409039296267504,3,M,59186
113.61,-0.9310228158067896,3,M,59186
95.1,1.6210287741410365,3,M,59186
125.87,1.5878818076394998,3,M,59186
86.02,0.9910405063344221,3,M,59186
73.67,-2.066889379817266,3,M,59188
82.21,-2.191888514968536,3,M,59188
79.79,-0.18919320543311927,3,M,59188
123.33,-0.5591754899243218,3,M,59188
107.05,-0.13287342648682177,3,M,59188
50.77,1.3136083435135049,3,M,59188
78.38,1.4490568040956444,3,M,59188
134.02,0.4597070261675729,3,M,59188
80.3,-0.07782184457007152,4,M,59188
118.82,-0.2580654874704978,4,M,59188
100.55,0.008379942316513298,4,M,59188
58.17,0.8503168419356191,4,M,59188
160.57,1.358837992697426,4,M,59188
67.96,-1.7335653815479473,3,M,59189
84.23,-1.6060284665711562,3,M,59189
90.67,-2.169363972173787,3,M,59189
60.98,-1.921173039177174,3,M,59189
89.03,-1.0409039296267504,3,M,59189
78.18,0.8309944025390932,3,M,59189
57.35,-1.4380703132265398,3,M,59190
69.09,-1.675274156575668,3,M,59190
90.04,-2.191888514968536,3,M,59190
83.16,-1.0409039296267504,3,M,59190
74.85,-0.9310228158067896,3,M,59190
82.83,-0.9391551899750763,3,M,59190
34.6,-0.3332633745675318,3,M,59190
38.03,-0.13287342648682177,3,M,59190
76.47,1.0366512656496578,3,M,59190
79.35,1.5135005793961411,3,M,59190
69.98,-1.4383769610524686,3,M,59191
70.51,-1.901810718138425,3,M,59191
63.68,-2.169363972173787,3,M,59191
73.41,-2.191888514968536,3,M,59191
78.26,-1.0409039296267504,3,M,59191
67.96,-0.9310228158067896,3,M,59191
63.61,-0.9391551899750763,3,M,59191
32.85,-0.2555261287696501,3,M,59191
46.25,-0.12231655399391657,3,M,59191
50.68,1.6210287741410365,3,M,59191
50.23,1.2536954705532104,3,M,59191
118.32,0.923152450165011,3,M,59191
84.99,-0.7722983486194612,6,M,59191
52.77,-0.8053254151116112,6,M,59191
55.7,-0.21692048207455902,6,M,59191
90.21,0.43078924371591576,6,M,59191
95.68,0.6286091444346182,6,M,59191
70.48,1.1154962374369148,6,M,59191
100.64,0.2717715593147265,6,M,59191
84.48,-1.037686651210535,6,M,59191
111.76,-0.6934543104192922,6,M,59191
112.59,-1.155867705990657,6,M,59191
63.59,-1.4383769610524686,3,M,59192
67.12,-1.901810718138425,3,M,59192
71.51,-2.066889379817266,3,M,59192
65.89,-1.921173039177174,3,M,59192
72.83,-1.0302859185590045,3,M,59192
69.06,-0.9310228158067896,3,M,59192
66.22,-0.9391551899750763,3,M,59192
62.08,-0.3332633745675318,3,M,59192
44.44,-0.13287342648682177,3,M,59192
38.6,0.8309944025390932,3,M,59192
57.16,1.6210287741410365,3,M,59192
47.76,1.4490568040956444,3,M,59192
47.59,1.5878818076394998,3,M,59192
42.02,0.4597070261675729,3,M,59192
74.56,-1.7335653815479473,3,M,59198
78.43,-1.901810718138425,3,M,59198
114.83,-2.066889379817266,3,M,59198
88.82,-1.0409039296267504,3,M,59198
80.25,-0.5591754899243218,3,M,59198
43.21,-0.620073618195637,3,M,59198
43.14,-0.4136595073105905,3,M,59198
41.1,-0.13287342648682177,3,M,59198
40,0.8309944025390932,3,M,59198
52.6,1.6210287741410365,3,M,59198
43.58,1.2536954705532104,3,M,59198
49.37,1.5135005793961411,3,M,59198
77.12,0.923152450165011,3,M,59198
77.81,-1.7335653815479473,3,M,59199
83.52,-2.169363972173787,3,M,59199
70.81,-1.921173039177174,3,M,59199
74.29,-1.0409039296267504,3,M,59199
68.96,-0.18919320543311927,3,M,59199
58.45,-0.3332633745675318,3,M,59199
47.09,-0.12231655399391657,3,M,59199
51.89,1.0366512656496578,3,M,59199
53.21,1.3136083435135049,3,M,59199
53.25,1.4490568040956444,3,M,59199
68.52,-2.169363972173787,3,M,59202
91.87,-2.191888514968536,3,M,59202
106.76,-1.0409039296267504,3,M,59202
114.93,-0.9310228158067896,3,M,59202
133.86,-0.4136595073105905,3,M,59202
45.14,1.0366512656496578,3,M,59202
48.54,1.3136083435135049,3,M,59202
118.38,0.04267919773652532,4,M,59202
120.69,-0.4514594685266823,4,M,59202
169.63,0.4726035968422416,4,M,59202
56.83,-0.737632175042609,4,M,59241
78.51,-0.4514594685266823,4,M,59241
27.23,0.008379942316513298,4,M,59241
43.11,0.3336924665274921,4,M,59241
70.26,1.395683574430526,4,M,59241
147.84,1.2843557984565201,4,M,59241
88.46,0.40819616917837165,4,M,59241
43.9,0.4726035968422416,4,M,59241
72.61,0.435157570950292,4,M,59241
86.79,0.7425315453426093,4,M,59241
48.48,0.41181838428762124,4,M,59241
131.59,-0.4514594685266823,4,M,59243
155.1,0.11622190807146608,4,M,59243
53.48,1.395683574430526,4,M,59243
77.1,1.2843557984565201,4,M,59243
76.93,1.152574516780398,4,M,59243
147.9,0.40819616917837165,4,M,59243
63.59,0.39199496563640435,4,M,59243
71.31,1.0854114426799837,4,M,59243
91.91,0.3338895543202417,4,M,59243
126.49,1.0779528122121824,4,M,59243
104.8,0.5855778383187856,4,M,59243
105.72,-0.4514594685266823,4,M,59245
163.22,0.11622190807146608,4,M,59245
149.78,1.358837992697426,4,M,59245
126.56,0.5446329339290875,4,M,59245
129.48,0.4726035968422416,4,M,59245
137.46,0.7425315453426093,4,M,59245
49.51,0.5311605747929845,4,M,59245
136.79,-0.4514594685266823,4,M,59249
103.4,1.0854114426799837,4,M,59249
109.12,0.5311605747929845,4,M,59249
120.13,1.158382213151547,4,M,59249
166.3,0.6016000521311782,4,M,59249
151.17,-0.014235482382892196,4,M,59249
111.97,-0.737632175042609,4,M,59250
123.7,0.008379942316513298,4,M,59250
163.95,0.8503168419356191,4,M,59250
157.42,1.152574516780398,4,M,59250
132,0.44589358400079043,4,M,59250
83.67,0.435157570950292,4,M,59250
180.66,0.7425315453426093,4,M,59250
93.23,0.3336924665274921,4,M,59253
45.08,1.358837992697426,4,M,59253
146.89,1.152574516780398,4,M,59253
156.19,0.44589358400079043,4,M,59253
95.65,0.435157570950292,4,M,59253
115.91,0.3338895543202417,4,M,59253
99.36,1.0779528122121824,4,M,59253
126.47,1.5297744438483507,4,M,59253
69.53,0.8503168419356191,4,M,59254
73.45,0.5446329339290875,4,M,59254
70.56,0.435157570950292,4,M,59254
159.77,0.7425315453426093,4,M,59254
132.71,1.0779528122121824,4,M,59254
101.4,-0.05228271168646342,4,M,59255
146.04,0.04784756682313512,4,M,59255
130.98,1.2843557984565201,4,M,59255
146.97,0.3947565814278844,4,M,59255
106.34,0.7425315453426093,4,M,59255
161.25,-0.32052715022286676,5,M,59255
129.14,0.07366785814109378,5,M,59255
129.71,0.11622190807146608,4,M,59256
119.94,1.358837992697426,4,M,59256
96.17,0.5446329339290875,4,M,59256
121.11,0.3947565814278844,4,M,59256
81.46,0.435157570950292,4,M,59256
94.67,0.3338895543202417,4,M,59256
67.83,0.9312099329785472,4,M,59256
72.65,1.158382213151547,4,M,59256
62.34,-0.40867289569761084,-1,M,64569
55.31,0.3387939389298092,-1,M,64569
77.01,0.5036918754439135,-1,M,64569
107.27,-0.1265473644260399,-1,M,64569
78.09,0.5327047738951152,-1,M,64569
110.51,0.9932147076309777,-1,M,64569
125.71,1.6706752709411241,-1,M,64569
125.02,1.0644763989753894,-1,M,64569
105.24,0.6982440735624633,-1,M,64569
101.26,-0.6499514014409212,7,M,65216
99.26,-0.07768572107866376,7,M,65216
112.45,0.7411594350790723,7,M,65216
60.5,0.6040810376922182,9,M,65216
56.87,1.4307051172661145,9,M,65216
68.77,1.5019548803856064,9,M,65216
61.39,1.2651735690924726,9,M,65216
75.82,0.5941890955779937,9,M,65216
89.54,0.5147921412380811,9,M,65216
117.92,-0.5451153440951916,5,M,67326
154.31,0.20498885652434654,5,M,67326
151.19,-0.4301443824384112,5,M,67326
163.32,-1.070263308176166,5,M,67326
60.19,-1.15868884472415,5,M,67326
109.04,-1.0538904770937876,5,M,67326
105.27,0.25041817290486634,5,M,67326
83.21,0.1402243793504221,7,M,67326
66.33,-2.3909000367636097,7,M,67326
84.22,-1.8197753833980754,7,M,67326
85.88,0.6521534824183132,7,M,67326
48.43,-0.43159286203514335,7,M,67326
100.41,0.4969038976225002,7,M,67326
58.61,0.04671775243463647,7,M,67326
56.39,0.6552648221647517,7,M,67326
54.56,0.8346882657599753,7,M,67326
93.75,0.20753195382958906,7,M,67326
117.63,1.5924438548807438,10,F,67421
118.14,0.5989361248217401,10,F,67421
103.01,-0.557272967990023,10,F,67421
110.93,-0.5773738009703572,10,F,67421
41.84,-0.6059133788121559,6,M,67422
50.63,-0.34198786361810835,6,M,67422
62.19,-0.06663260250309433,6,M,67422
60.53,0.43078924371591576,6,M,67422
85.48,0.4053509944963688,6,M,67422
79.91,1.0222414872848526,6,M,67422
60.22,0.4577620161891573,6,M,67422
93.81,-0.25360970020694823,6,M,67422
91.39,-0.6934543104192922,6,M,67422
66.81,-2.3909000367636097,7,M,67422
63.92,-0.6833896367195976,7,M,67422
93.22,-1.4700947803157225,7,M,67422
111.45,-1.7268321465463705,7,M,67422
68.65,-0.8400516053199666,7,M,67422
106.51,-2.314610181803291,7,M,67422
95.03,-0.43159286203514335,7,M,67422
68.33,0.6552648221647517,7,M,67422
56.13,0.8649236014713472,7,M,67422
83.37,-1.2992809011453361,8,M,67426
68.02,-0.8847623513968642,8,M,67426
71.1,-1.269529857781898,8,M,67426
49.6,0.17149477717683065,8,M,67426
49.06,0.757799987699384,8,M,67426
85.74,0.9856246412090327,8,M,67426
168.56,-0.32052715022286676,5,M,67458
121.59,0.7542401842496123,5,M,67458
75.28,0.39066858904454754,5,M,67458
88.88,0.9434215289651824,5,M,67458
115.3,-1.15868884472415,5,M,67458
129.34,-0.6164286166507053,5,M,67458
53.27,0.9065629675056706,5,M,67458
104.8,1.2627184243710883,5,M,67458
80.75,-1.8722891050402832,7,M,67458
73.76,-1.7268321465463705,7,M,67458
30.92,0.49986947886655314,7,M,67458
71.09,0.8649236014713472,7,M,67458
66.51,0.9215062952998165,7,M,67458
117.15,0.3432800661912515,7,M,67458
96.65,0.9517735545634831,7,M,67458
68,1.430684585733393,9,M,67458
66.93,0.8777522760020592,9,M,67458
93.07,0.5941890955779937,9,M,67458
95.83,0.949724592279527,9,M,67458
61.75,1.272315670083089,9,M,67458
41.05,-0.23834330293962294,10,M,67458
48.67,0.2803641038649695,10,M,67458
41.47,0.006681400513851913,10,M,67458
91.79,0.7308574479531509,10,M,67458
30.94,1.5924438548807438,10,M,67458
40.12,1.041591912184039,10,M,67458
126,0.4758764542681639,10,M,67458
107.42,1.5924438548807438,10,F,67475
84.27,0.5989361248217401,10,F,67475
81.98,0.0556271414409505,10,F,67475
55.82,-0.7619571510097817,10,F,67475
79.78,-0.7091393002336314,10,F,67475
62.34,-0.968146872656304,7,M,67477
76.08,-1.8006849349503915,7,M,67477
69.09,-1.1337943512408843,7,M,67477
79.08,-0.9781061337641825,7,M,67477
60.11,-1.890792339112328,7,M,67477
61.34,-0.17633485314751265,7,M,67477
59.38,-0.09520676173474665,7,M,67477
62.65,-2.445002260556905,7,M,67477
73.68,0.8346882657599753,7,M,67477
71.78,0.9215062952998165,7,M,67477
89.17,-0.024148891214848697,7,M,67477
52.86,-0.31668494746354137,7,M,67477
76.84,-1.1658865919702532,8,M,67477
67.79,-0.8847623513968642,8,M,67477
65.43,-0.5804323070748283,8,M,67477
68.14,-0.17983475992611714,8,M,67477
85.3,-0.2997635400415789,8,M,67477
100.53,-0.05003349641467496,8,M,67477
74.22,0.8057755598420165,8,M,67477
72.15,0.6728520458535857,8,M,67477
72.5,0.13057504062424888,8,M,67477
58.26,0.757799987699384,8,M,67477
64.66,1.8059776108322878,8,M,67477
63.03,1.358337581835581,8,M,67477
58.31,1.420483576379151,8,M,67477
119.16,1.988963200146166,8,M,67477
98.25,1.2415545801086956,10,F,67484
111.22,0.5989361248217401,10,F,67484
117.01,-0.6733072754000524,10,F,67484
111.84,-0.8125190285706377,10,F,67484
100.96,-1.0200174278368421,10,F,67484
163.34,-0.416068613349312,5,M,67485
84.1,0.6534048345841637,5,M,67485
94.12,0.39066858904454754,5,M,67485
168.85,-0.5294448773007493,5,M,67485
135.31,-0.48655377789797466,5,M,67485
83.42,0.9979990283940707,5,M,67485
73.99,-1.15868884472415,5,M,67485
99.9,0.8681357912383669,5,M,67485
129.56,1.6188107513868688,5,M,67485
122.32,-0.6164286166507053,5,M,67485
48.74,1.6108611942249307,5,M,67485
77.35,1.5877659932616839,5,M,67485
106.93,-0.8847623513968642,8,M,67620
72.09,-0.5804323070748283,8,M,67620
132.21,-0.17983475992611714,8,M,67620
113.8,-0.21900052662907102,8,M,67620
72.9,0.4060060265419609,8,M,67620
77.91,0.8057755598420165,8,M,67620
86.47,0.03967094440605326,10,M,68027
147.84,0.7308574479531509,10,M,68027
127.77,1.5924438548807438,10,M,68027
140.45,0.4758764542681639,10,M,68027
56.35,0.36609097671713486,6,M,68030
81.75,0.38006925028101374,6,M,68030
118.08,0.4577620161891573,6,M,68030
77.75,0.5180200671036045,6,M,68030
94.1,-1.037686651210535,6,M,68030
102.3,-1.1021045352309236,6,M,68030
97.8,0.29797931942439965,6,M,68030
64.11,0.4053509944963688,6,M,68036
68.73,0.4577620161891573,6,M,68036
67.69,0.5180200671036045,6,M,68036
84.99,-1.037686651210535,6,M,68036
60.5,-0.8105916487775846,6,M,68036
